population,asset_class,symbol,rows,valid_spreads,first,last,span_s,observed_rows_per_hour_span,spread_bps_p10,spread_bps_p50,spread_bps_p90,spread_bps_p95,spread_bps_p99,receipt_gap_s_p10,receipt_gap_s_p50,receipt_gap_s_p90,receipt_gap_s_p95,receipt_gap_s_p99,typical_1m_range_bps_same_archive_window,fraction_spread_ge_half_typical_range,fraction_spread_ge_typical_range,observed_quote_lattice_gcd,minimum_observed_price_separation,distinct_valid_side_prices
crypto_spot; archived observations; 2026-09-04T19:27:07.332000+00:00 to 2026-09-06T08:10:12.755000+00:00,crypto_spot,CHILLHOUSE/USD,94,94,2026-09-04T19:27:07.332000+00:00,2026-09-06T08:10:12.755000+00:00,132185.423,2.5600402247076817,273.03754266211524,428.3360790774297,632.2795341098172,822.9128925715306,1113.2517726588007,11.382800000000001,447.463,3606.502399999999,6979.485599999995,11147.58516,32.894736842105345,1.0,1.0,1e-05,1e-05,45
crypto_spot; archived observations; 2026-09-03T09:13:46.770000+00:00 to 2026-09-06T09:08:45.114000+00:00,crypto_spot,CHIP/USD,5469,5469,2026-09-03T09:13:46.770000+00:00,2026-09-06T09:08:45.114000+00:00,258898.344,76.04683635983396,15.543237288069488,26.271345468191836,44.10817091158216,52.703166591842795,71.9230973022034,6.0704,24.419,110.97280000000002,164.29885,326.69016999999997,10.638297872339992,0.9943316876942768,0.9736697750959956,1e-05,1e-05,1155
crypto_spot; archived observations; 2026-09-03T09:31:02.436000+00:00 to 2026-09-06T09:04:34.154000+00:00,crypto_spot,CHZ/USD,411,411,2026-09-03T09:31:02.436000+00:00,2026-09-06T09:04:34.154000+00:00,257611.718,5.743527551801817,7.280669821624556,14.684287812040518,22.37970906378126,28.756290438533505,45.368678226112074,12.6849,304.5195,1737.2132000000006,2333.2897999999986,4020.9091399999984,0.0,,,1e-05,1e-05,92
crypto_spot; archived observations; 2026-09-04T19:27:07.332000+00:00 to 2026-09-05T03:45:34.741000+00:00,crypto_spot,CLANKER/USD,11,11,2026-09-04T19:27:07.332000+00:00,2026-09-05T03:45:34.741000+00:00,29907.409,1.3240866167978644,88.74546187978979,96.46302250803795,112.81224818694646,112.94893507893318,113.05828459252254,961.8649,2172.6155,5455.498999999999,6918.1834999999965,8088.331100000001,3.980891719745138,1.0,1.0,0.01,0.01,15
crypto_spot; archived observations; 2026-09-03T10:15:23.519000+00:00 to 2026-09-04T17:17:47.111000+00:00,crypto_spot,CLOUD/USD,39,39,2026-09-03T10:15:23.519000+00:00,2026-09-04T17:17:47.111000+00:00,111743.592,1.2564478865150495,93.3125972006226,129.03225806451536,269.98706958479056,395.4934064132302,1737.5630731429028,79.92850000000001,2304.129,7917.2927,8610.233749999998,10244.714570000002,0.0,,,0.0001,0.0001,27
crypto_spot; archived observations; 2026-09-03T18:18:10.480000+00:00 to 2026-09-06T09:11:54.941000+00:00,crypto_spot,COMP/USD,301,301,2026-09-03T18:18:10.480000+00:00,2026-09-06T09:11:54.941000+00:00,226424.461,4.785702018299162,9.7181729834789,19.82160555004913,35.505959928988226,49.48045522018872,76.04562737642694,11.077300000000001,254.962,2234.4280000000003,2981.4885000000013,5201.576159999998,0.0,,,0.01,0.01,141
crypto_spot; archived observations; 2026-09-03T10:12:26.655000+00:00 to 2026-09-03T17:50:12.172000+00:00,crypto_spot,COQ/USD,62,62,2026-09-03T10:12:26.655000+00:00,2026-09-03T17:50:12.172000+00:00,27465.517,8.12655374373619,0.0,0.0,1052.631578947368,1052.631578947368,1052.631578947368,7.902,160.074,1306.119,1535.106,2390.8387999999977,0.0,,,1e-08,1e-08,2
crypto_spot; archived observations; 2026-09-03T09:31:02.959000+00:00 to 2026-09-06T09:12:19.197000+00:00,crypto_spot,COTI/USD,1965,1965,2026-09-03T09:31:02.959000+00:00,2026-09-06T09:12:19.197000+00:00,258076.238,27.41050495319139,7.43992361331518,25.940337224383985,58.45909690703727,69.15629689637272,97.625340822743,6.5522,47.045,347.62980000000005,572.8986999999997,1037.3081899999959,0.0,,,1e-05,1e-05,454
crypto_spot; archived observations; 2026-09-03T11:35:06.669000+00:00 to 2026-09-03T18:16:07.469000+00:00,crypto_spot,COW/USD,9,9,2026-09-03T11:35:06.669000+00:00,2026-09-03T18:16:07.469000+00:00,24060.8,1.346588642106663,23.34166321275936,31.0559006211189,42.05184268925471,47.63177463234983,52.09572018682593,360.8455,939.0735,8306.1899,8438.07095,8543.575789999999,0.0,,,0.0001,0.0001,15
crypto_spot; archived observations; 2026-09-03T09:28:12.211000+00:00 to 2026-09-06T09:12:01.214000+00:00,crypto_spot,CPOOL/USD,415,415,2026-09-03T09:28:12.211000+00:00,2026-09-06T09:12:01.214000+00:00,258229.003,5.7855623599336745,30.33367037411579,60.33182503770668,103.93466963622956,118.77566418363753,160.71258130207477,14.0998,262.3385,1726.419699999999,2538.612249999999,4648.174880000002,0.0,,,1e-05,1e-05,117
crypto_spot; archived observations; 2026-09-03T09:19:28.765000+00:00 to 2026-09-06T09:05:17.679000+00:00,crypto_spot,CRO/USD,946,946,2026-09-03T09:19:28.765000+00:00,2026-09-06T09:05:17.679000+00:00,258348.914,13.182172695334032,12.758589264558575,34.55554684432562,73.73437640499967,109.00583128728823,204.19684730221385,8.1564,81.753,731.8924,1223.5891999999994,2331.800599999993,1.7774618407287792,1.0,0.9968287526427061,1e-05,1e-05,361
crypto_spot; archived observations; 2026-09-04T19:27:07.333000+00:00 to 2026-09-05T05:58:37.765000+00:00,crypto_spot,CRO/USDT,13,13,2026-09-04T19:27:07.333000+00:00,2026-09-05T05:58:37.765000+00:00,37890.432,1.2351403119394362,418.5941141145864,452.07639740669333,1416.0811835586358,1688.218834934365,1734.8415512814306,830.1789,2471.8745,5744.225200000001,8014.2477999999965,10081.835960000002,0.0,,,1e-05,1e-05,22
crypto_spot; archived observations; 2026-09-03T09:13:50.875000+00:00 to 2026-09-06T09:13:15.530000+00:00,crypto_spot,CRV/USD,4960,4960,2026-09-03T09:13:50.875000+00:00,2026-09-06T09:13:15.530000+00:00,259164.655,68.89828398860948,4.398190155521788,9.669309613139195,15.013060145736233,17.362820587248798,28.547348996427775,6.0196,26.56,127.28179999999999,180.87169999999983,355.45640000000003,3.0433820274457446,0.9707661290322581,0.9379032258064516,1e-05,1e-05,3417
crypto_spot; archived observations; 2026-09-03T09:16:36.170000+00:00 to 2026-09-06T08:58:05.317000+00:00,crypto_spot,CSPR/USD,1296,1296,2026-09-03T09:16:36.170000+00:00,2026-09-06T08:58:05.317000+00:00,258089.147,18.077474602215645,0.38297301955182,21.069070675611663,89.28268272923833,127.65968691344028,222.52094223568096,5.3008,41.075,576.9188000000003,974.9499999999995,1832.4010999999996,1.148941059323477,0.7723765432098766,0.7476851851851852,1e-07,1e-07,1348
crypto_spot; archived observations; 2026-09-03T18:18:10.437000+00:00 to 2026-09-04T18:19:10.559000+00:00,crypto_spot,CTR/USD,40,40,2026-09-03T18:18:10.437000+00:00,2026-09-04T18:19:10.559000+00:00,86460.122,1.6655077123300843,29.803300876807466,39.74176735370776,68.90463707071855,69.95363010393314,85.02182735548969,471.08540000000005,1512.704,5880.781200000001,7561.9602,7833.1511,0.0,,,1e-05,1e-05,36
crypto_spot; archived observations; 2026-09-03T18:18:10.482000+00:00 to 2026-09-05T07:01:21.269000+00:00,crypto_spot,CTSI/USD,91,91,2026-09-03T18:18:10.482000+00:00,2026-09-05T07:01:21.269000+00:00,132190.787,2.478236248037467,15.83531274742749,23.72479240806546,39.40110323089159,61.97205513658086,93.87130061627592,39.691,813.4639999999999,4179.3418,5123.180499999998,6621.4178299999985,0.0,,,1e-05,1e-05,88
crypto_spot; archived observations; 2026-09-03T18:18:10.435000+00:00 to 2026-09-04T18:31:00.939000+00:00,crypto_spot,CVC/USD,53,53,2026-09-03T18:18:10.435000+00:00,2026-09-04T18:31:00.939000+00:00,87170.504,2.188813775815728,52.805922055180574,67.27534839019594,153.98296227626315,295.70630261017203,456.2255420722204,105.251,1228.9270000000001,3448.5170999999996,4676.272899999997,7418.551970000006,0.0,,,1e-05,1e-05,60
crypto_spot; archived observations; 2026-09-03T09:20:55.522000+00:00 to 2026-09-06T09:06:43.071000+00:00,crypto_spot,CVX/USD,1158,1158,2026-09-03T09:20:55.522000+00:00,2026-09-06T09:06:43.071000+00:00,258347.549,16.1364023623851,8.515712784080998,13.586957218468951,27.323707000555675,38.807396367423486,78.81772679393836,10.9344,91.583,582.3122000000002,860.0026000000004,1892.6728800000035,4.175365344467181,1.0,1.0,0.001,0.001,220
crypto_spot; archived observations; 2026-09-03T09:46:35.414000+00:00 to 2026-09-06T08:22:06.412000+00:00,crypto_spot,DAG/USD,191,191,2026-09-03T09:46:35.414000+00:00,2026-09-06T08:22:06.412000+00:00,254130.998,2.7056911805776642,138.47122176375868,229.11832946635755,399.6404618682145,451.12791685965976,542.9415061882842,94.4626,841.9545,3133.6692999999996,4009.634049999997,6580.872159999987,0.0,,,1e-06,1e-06,211
crypto_spot; archived observations; 2026-09-03T10:00:00.241000+00:00 to 2026-09-06T09:09:10.850000+00:00,crypto_spot,DAI/USD,367,367,2026-09-03T10:00:00.241000+00:00,2026-09-06T09:09:10.850000+00:00,256150.609,5.157903021030881,1.8002520352845195,1.900294545654811,210.0405545442032,336.231640774108,341.83436437880556,36.5045,365.054,1655.9675,2741.10825,3591.2273000000027,0.0,,,1e-05,1e-05,66
crypto_spot; archived observations; 2026-09-03T11:57:49.584000+00:00 to 2026-09-06T08:47:22.043000+00:00,crypto_spot,DAI/USDT,69,69,2026-09-03T11:57:49.584000+00:00,2026-09-06T08:47:22.043000+00:00,247772.459,1.0025327310490146,1.700382586762342,2.2005501375343637,115.00192153601297,357.0591086319684,457.40208390096075,27.2296,1116.3955,7179.472800000005,13228.227799999995,38407.21235999994,0.7988809788048205,1.0,1.0,1e-05,1e-05,67
crypto_spot; archived observations; 2026-09-03T09:13:48.816000+00:00 to 2026-09-06T09:13:36.467000+00:00,crypto_spot,DASH/USD,11222,11222,2026-09-03T09:13:48.816000+00:00,2026-09-06T09:13:36.467000+00:00,259187.651,155.86853711637673,5.541825652001702,15.533891522831937,36.13683919931128,44.73062260915934,67.23104199674344,4.95,10.828,50.822,77.279,190.40419999999966,20.17748462007938,0.7320441988950276,0.36544288005703085,0.001,0.001,13022
crypto_spot; archived observations; 2026-09-03T09:42:56.646000+00:00 to 2026-09-06T09:12:19.621000+00:00,crypto_spot,DCR/USD,3833,3833,2026-09-03T09:42:56.646000+00:00,2026-09-06T09:12:19.621000+00:00,257362.975,53.61610387041881,1.2789359253094332,8.34840684569393,25.978998050492425,35.979762464765884,83.84043272481443,4.0431,16.197,158.47790000000006,282.7497499999997,728.6355500000012,1.3316465809978482,0.9572136707539786,0.8977302374119489,0.001,0.001,1635
crypto_spot; archived observations; 2026-09-03T09:20:55.029000+00:00 to 2026-09-06T08:14:01.200000+00:00,crypto_spot,DEEP/USD,518,518,2026-09-03T09:20:55.029000+00:00,2026-09-06T08:14:01.200000+00:00,255186.171,7.307606022271481,18.850141376059554,26.3852242744064,48.655760335260034,56.518397321258526,107.58253445444649,6.8192,182.755,1317.0272000000004,1931.0172,3704.772399999998,0.0,,,1e-05,1e-05,160
crypto_spot; archived observations; 2026-09-04T19:27:08.331000+00:00 to 2026-09-06T09:01:10.884000+00:00,crypto_spot,DEGEN/USD,191,191,2026-09-04T19:27:08.331000+00:00,2026-09-06T09:01:10.884000+00:00,135242.553,5.084198610181516,45.31037607612155,78.84362680683407,139.00955690703884,151.32966849116883,208.93319359477488,4.1108,7.912,2360.8703999999993,3593.003749999999,5508.611849999989,0.0,,,1e-06,1e-06,78
crypto_spot; archived observations; 2026-09-03T09:20:34.953000+00:00 to 2026-09-06T07:33:26.683000+00:00,crypto_spot,DENT/USD,477,477,2026-09-03T09:20:34.953000+00:00,2026-09-06T07:33:26.683000+00:00,252771.73,6.793481217223144,43.023173953415984,133.037694013305,210.26591412656208,240.6479853858613,336.97120745064524,16.505000000000003,191.02249999999998,1562.1925,2219.8417499999996,3638.036,0.0,,,1e-07,1e-07,128
crypto_spot; archived observations; 2026-09-03T09:13:49.139000+00:00 to 2026-09-06T09:10:43.845000+00:00,crypto_spot,DGAI/USD,9750,9750,2026-09-03T09:13:49.139000+00:00,2026-09-06T09:10:43.845000+00:00,259014.706,135.51354107283777,1.14774544538073,5.974285166804274,23.91710426727927,30.41786702293659,44.98354300199042,4.679,13.258,56.98700000000004,87.65520000000006,211.4821600000001,5.619556055071597,0.6762051282051282,0.5117948717948718,1e-05,1e-05,4984
crypto_spot; archived observations; 2026-09-03T09:27:31.648000+00:00 to 2026-09-06T08:58:34.853000+00:00,crypto_spot,DOG/USD,1188,1188,2026-09-03T09:27:31.648000+00:00,2026-09-06T08:58:34.853000+00:00,257463.205,16.611305681524474,32.82457132089648,66.1704340211262,119.46494106196275,138.99613899613902,185.15834081099354,13.899000000000001,110.509,542.366,771.8500000000003,1358.4254600000002,0.0,,,1e-06,1e-06,152
crypto_spot; archived observations; 2026-09-03T09:14:27.321000+00:00 to 2026-09-06T09:13:11.233000+00:00,crypto_spot,DOGE/USD,12797,12797,2026-09-03T09:14:27.321000+00:00,2026-09-06T09:13:11.233000+00:00,259123.912,177.78830075705247,0.011631657512364462,0.6482948991130727,4.222323222646126,5.406615846753946,9.146306900552792,4.889,12.845500000000001,44.069500000000005,61.32625,105.43309999999978,4.091667543733629,0.2825662264593264,0.10791591779323279,1e-07,1e-07,20261
crypto_spot; archived observations; 2026-09-03T09:16:50+00:00 to 2026-09-06T09:13:12.277000+00:00,crypto_spot,DOGE/USDC,2636,2636,2026-09-03T09:16:50+00:00,2026-09-06T09:13:12.277000+00:00,258982.277,36.64188959154143,1.6641779912067574,5.431835158550351,10.416114250928155,13.779426616189035,36.08431664982986,6.4474,34.789,256.99179999999996,399.0552999999994,907.6829199999999,1.2036591237356913,1.0,0.9009863429438544,1e-05,1e-05,1036
crypto_spot; archived observations; 2026-09-03T09:15:45.009000+00:00 to 2026-09-06T09:10:59.708000+00:00,crypto_spot,DOGE/USDT,2894,2894,2026-09-03T09:15:45.009000+00:00,2026-09-06T09:10:59.708000+00:00,258914.699,40.23873515191967,1.1318747362869601,3.5625222783238675,7.718194015932476,9.965950367082124,18.87983121453416,5.902,31.226,244.1690000000001,363.41700000000003,764.6369599999985,1.1456065986935642,1.0,0.8445058742225293,1e-05,1e-05,1080
crypto_spot; archived observations; 2026-09-03T09:15:10.539000+00:00 to 2026-09-06T09:05:53.629000+00:00,crypto_spot,DOGS/USD,522,522,2026-09-03T09:15:10.539000+00:00,2026-09-06T09:05:53.629000+00:00,258643.09,7.265610691551822,14.10470398892129,19.784570188113918,28.754280338455025,34.04263867956459,50.15161502966373,13.022,212.232,1223.695,2057.383,4076.4581999999705,0.0,,,1e-08,1e-08,396
crypto_spot; archived observations; 2026-09-05T08:12:20.640000+00:00 to 2026-09-06T07:08:01.417000+00:00,crypto_spot,DOLO/USD,5,5,2026-09-05T08:12:20.640000+00:00,2026-09-06T07:08:01.417000+00:00,82540.777,0.21807403145720328,184.82937466847474,217.752352832626,338.33881004069053,377.6160245599504,409.0377961753584,6130.169,19433.942499999997,36101.2209,37130.75594999999,37954.383989999995,3.629764065336864,1.0,1.0,1e-05,4e-05,10
crypto_spot; archived observations; 2026-09-03T09:14:51.507000+00:00 to 2026-09-06T08:36:42.479000+00:00,crypto_spot,DOS/USD,1006,1006,2026-09-03T09:14:51.507000+00:00,2026-09-06T08:36:42.479000+00:00,256910.972,14.096712070358754,16.243660849512032,25.21008403361417,41.305245766212344,49.653817767706904,66.78695640804342,10.4098,108.623,686.7146,1094.1943999999996,2015.63384,0.0,,,0.0001,0.0001,213
crypto_spot; archived observations; 2026-09-03T09:13:44.055000+00:00 to 2026-09-06T09:13:34.058000+00:00,crypto_spot,DOT/USD,9859,9859,2026-09-03T09:13:44.055000+00:00,2026-09-06T09:13:34.058000+00:00,259190.003,136.9358369890524,1.1391467790623566,4.561003420752063,7.576167541534,8.030838429045517,10.475274997854962,4.9891000000000005,17.2665,59.98,68.91375,137.39994000000004,4.658204262256387,0.8017040267775637,0.46799878283801605,0.0001,0.0001,1117
crypto_spot; archived observations; 2026-09-03T10:15:23.519000+00:00 to 2026-09-06T09:13:10.253000+00:00,crypto_spot,DOT/USDC,620,620,2026-09-03T10:15:23.519000+00:00,2026-09-06T09:13:10.253000+00:00,255466.734,8.736949680501258,3.4840373193390706,9.305571836968427,17.77415594151421,25.058963388778142,134.97857298096085,12.733400000000005,144.463,1222.2410000000016,1634.8114000000003,3039.817220000021,0.0,,,0.0001,0.0001,670
crypto_spot; archived observations; 2026-09-03T09:49:43.682000+00:00 to 2026-09-06T08:56:36.242000+00:00,crypto_spot,DOT/USDT,617,617,2026-09-03T09:49:43.682000+00:00,2026-09-06T08:56:36.242000+00:00,256012.56,8.676136827036924,2.1649859776897045,7.719878687620998,14.090461504147315,19.23917946146702,130.756315395032,5.8260000000000005,99.7825,1199.645,2028.6495,4121.803700000001,0.0,,,0.0001,0.0001,635
crypto_spot; archived observations; 2026-09-04T19:27:08.331000+00:00 to 2026-09-05T03:15:28.638000+00:00,crypto_spot,DOVU/USD,13,13,2026-09-04T19:27:08.331000+00:00,2026-09-05T03:15:28.638000+00:00,28100.307,1.6654622314268666,445.93472568180323,563.9344262295077,674.1713503029724,693.2427059071991,709.3359601178853,119.84040000000003,1142.5445,4823.4075,7138.983449999997,9329.814290000004,6.261740763931847,1.0,1.0,1e-06,1e-06,20
crypto_spot; archived observations; 2026-09-03T09:27:15.362000+00:00 to 2026-09-06T09:12:44.162000+00:00,crypto_spot,DRV/USD,2361,2361,2026-09-03T09:27:15.362000+00:00,2026-09-06T09:12:44.162000+00:00,258328.8,32.902254800858444,4.976912655183273,38.86312407700083,89.19888669058705,118.41802713267452,279.1702733142612,4.5243,16.38,291.7601,517.7553999999969,1366.83361,3.5532393698908407,0.9313850063532402,0.9135959339263025,1e-05,1e-05,1973
crypto_spot; archived observations; 2026-09-03T18:18:10.478000+00:00 to 2026-09-06T08:12:14.514000+00:00,crypto_spot,DUAL/USD,272,272,2026-09-03T18:18:10.478000+00:00,2026-09-06T08:12:14.514000+00:00,222844.036,4.39410458353034,98.52557183746733,351.19535033264674,660.0276375130626,775.9568675599203,1072.6364859014134,12.692,266.56,1954.733,3748.0150000000003,7952.235900000007,0.0,,,1e-06,1e-06,230
crypto_spot; archived observations; 2026-09-03T09:43:49.391000+00:00 to 2026-09-06T09:04:22.387000+00:00,crypto_spot,DYDX/USD,198,198,2026-09-03T09:43:49.391000+00:00,2026-09-06T09:04:22.387000+00:00,256832.996,2.7753443330934005,8.287286310112433,11.09075686262819,29.591053042240965,35.6394151100517,56.928717816953025,26.430200000000003,341.25,2071.4804,3278.160799999996,10875.023279999989,0.0,,,1e-05,1e-05,308
crypto_spot; archived observations; 2026-09-03T18:18:10.435000+00:00 to 2026-09-06T08:31:46.458000+00:00,crypto_spot,EDGE/USD,115,115,2026-09-03T18:18:10.435000+00:00,2026-09-06T08:31:46.458000+00:00,224016.023,1.848082090092279,23.829371453668358,62.73251148880295,167.2004204265904,208.43265992470688,615.7876476156611,12.566600000000001,532.3575,4116.587800000002,7932.252749999992,13937.340690000012,0.0,,,1e-05,1e-05,146
crypto_spot; archived observations; 2026-09-03T18:18:10.482000+00:00 to 2026-09-06T08:53:18.992000+00:00,crypto_spot,EDGEX/USD,1610,1610,2026-09-03T18:18:10.482000+00:00,2026-09-06T08:53:18.992000+00:00,225308.51,25.724727397114293,22.7686026727621,46.847239355371244,81.42441912309496,99.16665189495296,173.80426339734308,7.043400000000001,56.181,337.5776000000001,560.5035999999999,1155.6915200000037,0.0,,,1e-05,1e-05,2370
crypto_spot; archived observations; 2026-09-03T09:17:13.768000+00:00 to 2026-09-06T08:48:10.959000+00:00,crypto_spot,EGLD/USD,981,981,2026-09-03T09:17:13.768000+00:00,2026-09-06T08:48:10.959000+00:00,257457.191,13.71723192614185,21.07481559536309,42.01680672268818,63.091482649840934,65.86169045005543,104.10422215015481,11.845300000000002,109.6845,710.2454,1103.9933999999992,1928.6744000000008,0.0,,,0.01,0.01,77
crypto_spot; archived observations; 2026-09-03T09:14:35.749000+00:00 to 2026-09-06T09:12:30.889000+00:00,crypto_spot,EIGEN/USD,1883,1883,2026-09-03T09:14:35.749000+00:00,2026-09-06T09:12:30.889000+00:00,259075.14,26.165381981459124,4.90075961774157,9.770395701026171,15.123255139100998,19.807870705314418,35.273757243458505,9.123400000000002,68.431,354.56940000000003,526.9220999999993,950.7772000000003,0.0,,,0.0001,0.0001,212
crypto_spot; archived observations; 2026-09-03T09:13:55.384000+00:00 to 2026-09-06T09:13:24.043000+00:00,crypto_spot,ENA/USD,10810,10810,2026-09-03T09:13:55.384000+00:00,2026-09-06T09:13:24.043000+00:00,259168.659,150.15704503066476,5.901445854235276,11.757789535566019,12.492973141786743,16.896648831314828,23.529411764704925,5.0796,13.855,54.55520000000002,74.50900000000009,140.87964000000002,6.385696040869524,1.0,0.747086031452359,0.0001,0.0001,388
crypto_spot; archived observations; 2026-09-03T18:18:10.436000+00:00 to 2026-09-06T08:56:10.639000+00:00,crypto_spot,ENJ/USD,819,819,2026-09-03T18:18:10.436000+00:00,2026-09-06T08:56:10.639000+00:00,225480.203,13.07609253837686,10.684902449962633,25.26619743728591,70.20834618786184,130.1990474226078,200.41627680330564,9.2422,92.444,750.2597000000005,1242.41105,2282.087030000003,0.0,,,1e-05,1e-05,414
crypto_spot; archived observations; 2026-09-03T09:41:32.880000+00:00 to 2026-09-06T09:10:54.321000+00:00,crypto_spot,ENS/USD,822,822,2026-09-03T09:41:32.880000+00:00,2026-09-06T09:10:54.321000+00:00,257361.441,11.49822595219305,32.32065102127976,34.96503496503576,54.38725319265068,69.67431281455676,120.58570198105132,7.848,125.704,850.976,1242.461,2265.6393999999996,0.0,,,0.01,0.01,82
crypto_spot; archived observations; 2026-09-03T09:16:58.101000+00:00 to 2026-09-05T07:39:43.071000+00:00,crypto_spot,ENSO/USD,189,189,2026-09-03T09:16:58.101000+00:00,2026-09-05T07:39:43.071000+00:00,166964.97,4.0751062932542075,20.662422544775513,34.944670937682034,68.79179370370817,70.77150283060988,81.62960086858367,23.7729,448.781,1842.5185000000022,3128.4076500000024,6752.957139999986,0.0,,,0.001,0.001,53
crypto_spot; archived observations; 2026-09-03T09:15:23.688000+00:00 to 2026-09-05T07:34:07.787000+00:00,crypto_spot,ES/USD,179,179,2026-09-03T09:15:23.688000+00:00,2026-09-05T07:34:07.787000+00:00,166724.099,3.8650681207160105,740.740740740741,800.0000000000005,800.0000000000005,1538.4615384615392,1538.4615384615392,23.335199999999997,396.945,2565.7858000000015,3444.9360500000025,6877.350989999963,0.0,,,0.0001,0.0001,5
crypto_spot; archived observations; 2026-09-03T09:20:46.458000+00:00 to 2026-09-06T08:20:11.370000+00:00,crypto_spot,ESP/USD,708,708,2026-09-03T09:20:46.458000+00:00,2026-09-06T08:20:11.370000+00:00,255564.912,9.97320007685562,5.692691626351766,15.513258762522483,22.49589166277907,24.39661772941575,47.6295383256941,8.8956,82.364,889.2834,1760.629499999997,4057.871819999998,0.0,,,1e-05,1e-05,623
crypto_spot; archived observations; 2026-09-03T09:22:36.656000+00:00 to 2026-09-06T09:07:10.616000+00:00,crypto_spot,ESPORTS/USD,791,791,2026-09-03T09:22:36.656000+00:00,2026-09-06T09:07:10.616000+00:00,258273.96,11.025501757900797,68.2593856655286,69.68641114982536,137.931034482759,139.86013986013901,142.95991778006209,7.3631,135.502,919.2560000000003,1280.1603499999987,1817.6390500000005,0.0,,,0.0001,0.0001,15
crypto_spot; archived observations; 2026-09-03T09:13:49.499000+00:00 to 2026-09-06T09:13:36.531000+00:00,crypto_spot,ETH/USD,32609,32609,2026-09-03T09:13:49.499000+00:00,2026-09-06T09:13:36.531000+00:00,259187.032,452.9254380288594,0.039871533916774275,0.04075851598332275,0.8573377702628573,1.3457605532516501,2.8181861046109202,4.304,6.412,13.4963,17.143949999999993,26.069300000000002,3.859559771449603,0.0249931000643994,0.004323959643043332,0.01,0.01,10666
crypto_spot; archived observations; 2026-09-03T09:14:48.897000+00:00 to 2026-09-06T09:11:00.049000+00:00,crypto_spot,ETH/USDC,6651,6651,2026-09-03T09:14:48.897000+00:00,2026-09-06T09:11:00.049000+00:00,258971.152,92.4566300728353,0.04000008000103312,0.8163698481952842,3.074864643628326,3.912522521540602,7.2447695617794885,4.7699,16.3475,97.86030000000001,147.9741,290.4728900000009,1.4214343945322667,0.5372124492557511,0.3289730867538716,0.01,0.01,6458
crypto_spot; archived observations; 2026-09-03T09:13:43.878000+00:00 to 2026-09-06T09:11:50.074000+00:00,crypto_spot,ETH/USDT,5755,5755,2026-09-03T09:13:43.878000+00:00,2026-09-06T09:11:50.074000+00:00,259086.196,79.96566517191059,0.040075839520958126,0.48361550954895144,2.9718783762362353,3.660436166776621,5.8780977914175825,5.2159,20.683500000000002,110.10739999999993,165.24199999999996,327.0610800000009,0.9173753973801522,0.5070373588184187,0.38297132927888794,0.01,0.01,6174
crypto_spot; archived observations; 2026-09-03T09:13:51.844000+00:00 to 2026-09-06T09:11:26.719000+00:00,crypto_spot,ETHFI/USD,849,849,2026-09-03T09:13:51.844000+00:00,2026-09-06T09:11:26.719000+00:00,259054.875,11.7982724702633,6.684491978610744,18.73456527292838,35.530294059601225,43.725598983660966,74.37095963825296,9.084000000000001,88.6915,836.9913000000008,1366.5649499999997,2649.670139999997,1.6889039013678262,1.0,0.9717314487632509,0.0001,0.0001,488
crypto_spot; archived observations; 2026-09-03T09:25:53.144000+00:00 to 2026-09-06T09:01:08.539000+00:00,crypto_spot,EUL/USD,756,756,2026-09-03T09:25:53.144000+00:00,2026-09-06T09:01:08.539000+00:00,257715.395,10.560486695022623,7.462712542856654,14.858841010401202,23.068050749712523,30.05279621792243,41.25263207618727,11.5792,114.868,906.8710000000003,1450.7549,2865.2392600000217,0.0,,,0.001,0.001,112
crypto_spot; archived observations; 2026-09-03T09:14:20.602000+00:00 to 2026-09-06T09:13:13.256000+00:00,crypto_spot,EURC/USD,5621,5621,2026-09-03T09:14:20.602000+00:00,2026-09-06T09:13:13.256000+00:00,259132.654,78.0897339167452,1.4626109325865715,5.166401171052275,16.523662400921896,20.400346031185702,64.8361294358496,8.379800000000001,31.854999999999997,105.86130000000003,128.69895000000005,182.56666000000004,0.0,,,1e-05,1e-05,585
crypto_spot; archived observations; 2026-09-03T09:31:52.492000+00:00 to 2026-09-05T18:07:19.434000+00:00,crypto_spot,EURC/USDC,184,184,2026-09-03T09:31:52.492000+00:00,2026-09-05T18:07:19.434000+00:00,203726.942,3.2514109007732515,0.17209674935244265,1.8939068023345293,9.559546781675625,15.104579283843247,22.999372878152194,15.836,405.912,2813.579800000003,4401.991900000001,12614.754580000013,0.0,,,1e-05,1e-05,189
crypto_spot; archived observations; 2026-09-04T19:27:07.335000+00:00 to 2026-09-06T03:27:43.118000+00:00,crypto_spot,EV/USD,467,467,2026-09-04T19:27:07.335000+00:00,2026-09-06T03:27:43.118000+00:00,115235.783,14.589218350692336,62.794348508633625,72.96311309282487,88.96077638495751,103.27812799184385,198.5065318231905,4.959,7.5525,50.5515,638.0487499999999,6959.170550000002,0.0,,,1e-07,1e-07,88
crypto_spot; archived observations; 2026-09-03T18:18:10.480000+00:00 to 2026-09-06T06:33:12.852000+00:00,crypto_spot,EVAA/USD,129,129,2026-09-03T18:18:10.480000+00:00,2026-09-06T06:33:12.852000+00:00,216902.372,2.1410554237737887,23.326842039098345,33.90875462392077,56.24102173343608,114.13300307835286,371.1174121289275,48.71780000000001,786.0585,3765.3274999999994,6141.561549999998,10407.315720000002,0.0,,,0.0001,0.0001,195
